endTime,artist,track,time
27/05/2022 11:10,Jeremy Zucker,julia,4.347766667
27/05/2022 11:13,Harry Hudson,Yellow Lights,2.85635
27/05/2022 11:17,6LACK,ATL Freestyle,3.402133333
27/05/2022 11:20,Verzache,Some Things,3.657133333
27/05/2022 11:24,Khalid,Saturday Nights,3.5111
27/05/2022 11:27,Marshmello,Silence,3.0137
27/05/2022 11:30,Pop Smoke,Mood Swings (feat. Lil Tjay),3.55555
27/05/2022 11:34,Lil Tjay,20/20,3.8408
27/05/2022 11:37,Bazzi,Dreams,2.450333333
27/05/2022 11:41,6LACK,Disconnect,4.32495
27/05/2022 11:45,ROLE MODEL,girl in new york,3.521733333
27/05/2022 11:48,James Arthur,Say You Won't Let Go,3.524433333
27/05/2022 11:52,Drake,Chicago Freestyle (feat. Giveon),3.674783333
27/05/2022 11:54,The Lumineers,Ophelia,2.668283333
27/05/2022 11:58,keshi,2 soon,3.44185
27/05/2022 12:02,Olivia Rodrigo,drivers license,4.03355
27/05/2022 12:06,Kaash Paige,Break Up Song,3.191766667
27/05/2022 12:10,Jhené Aiko,Sativa,4.616
27/05/2022 12:14,6LACK,Pretty Little Fears (feat. J. Cole),4.005683333
27/05/2022 12:17,KSI,Holiday,3.228883333
27/05/2022 12:20,Lil Tjay,Sex Sounds,2.70755
27/05/2022 12:24,Kaash Paige,Frank Ocean,2.7201
27/05/2022 13:07,Charlotte de Witte,Lonesome - Original Mix,7.854466667
27/05/2022 13:08,Metodi Hristov,The Butterfly Effect,0.178733333
27/05/2022 13:13,Dandara,Pororoca - Mollono.Bass Remix,5.720483333
27/05/2022 13:20,Q.U.A.K.E,Creation of Reality - Original Mix,6.7258
27/05/2022 13:27,Bicep,Opal - Four Tet Remix,0.031083333
27/05/2022 13:27,Patrik Berg,Hope,7.37005
27/05/2022 13:27,FISHER,Losing It,0.000383333
27/05/2022 13:28,LSDXOXO,Sick Bitch,0.01535
27/05/2022 13:28,Mall Grab,Liverpool Street In The Rain,0.07655
27/05/2022 13:28,Krysenstern,Symbodark,0.074916667
27/05/2022 13:28,Pangal,Rito,0.0156
27/05/2022 13:28,Hidden Empire,Pont de la Caille,0.000383333
27/05/2022 13:34,Jaden,PCH,5.853366667
27/05/2022 13:38,NAV,Why You Crying Mama,4.219533333
27/05/2022 13:41,21 Savage,Bank Account,3.671766667
27/05/2022 13:46,Gunna,Drip or Drown,0.658966667
27/05/2022 14:47,Satl,Just Words,0.120333333
27/05/2022 14:50,Amazingblaze,Inner Fire,2.78245
27/05/2022 14:55,Rae Sremmurd,Black Beatles,4.864883333
27/05/2022 14:59,PARTYNEXTDOOR,Her Way,3.6105
27/05/2022 15:01,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",1.812283333
27/05/2022 15:34,Post Malone,Wow.,0.013933333
27/05/2022 15:35,Drake,TSU,0.088166667
27/05/2022 15:36,Kendrick Lamar,LOVE. FEAT. ZACARI.,1.068
27/05/2022 17:48,Post Malone,Go Flex,2.99355
27/05/2022 17:51,Lil Uzi Vert,XO Tour Llif3,2.9163
27/05/2022 20:15,Tyla Yaweh,All the Smoke (feat. Gunna & Wiz Khalifa),0.048683333
27/05/2022 20:18,Lil Uzi Vert,XO Tour Llif3,3.0451
27/05/2022 20:22,Tyla Yaweh,All the Smoke (feat. Gunna & Wiz Khalifa),3.520616667
27/05/2022 20:25,Manny Norté,4AM,3.752433333
27/05/2022 20:28,XXXTENTACION,Moonlight,2.2515
27/05/2022 20:31,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",3.257133333
27/05/2022 20:35,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),3.532
27/05/2022 20:38,G-Eazy,Order More (feat. Starrah),3.480433333
27/05/2022 20:42,Post Malone,rockstar (feat. 21 Savage),3.635766667
27/05/2022 20:44,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2.634
27/05/2022 20:48,Belly,What You Want,3.265333333
27/05/2022 20:52,Tove Lo,Stay High - Habits Remix,4.306433333
27/05/2022 20:55,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",3.063966667
27/05/2022 21:16,Post Malone,I Fall Apart,0.019283333
27/05/2022 21:17,Belly,What You Want,0.0162
27/05/2022 21:17,Tove Lo,Stay High - Habits Remix,0.000383333
27/05/2022 21:17,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",0.058416667
27/05/2022 21:21,Tove Lo,Stay High - Habits Remix,4.306433333
27/05/2022 21:22,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",0.981733333
27/05/2022 21:26,Post Malone,I Fall Apart,3.722433333
27/05/2022 21:26,PARTYNEXTDOOR,Come and See Me (feat. Drake),0.253933333
27/05/2022 21:30,Bicep,Cazenove,4.382433333
27/05/2022 21:36,Bicep,Atlas,5.8051
27/05/2022 21:41,Metro Boomin,No Complaints (feat. Offset & Drake) (Bonus),4.424666667
27/05/2022 21:41,Phillip Phillips,"Gone, Gone, Gone",0.169066667
27/05/2022 21:45,Wiz Khalifa,Gin and Drugs (feat. Problem),0.1865
27/05/2022 21:45,Bicep,Apricots,4.108433333
27/05/2022 21:45,Björn Peng,Das alte Lied,0.239
27/05/2022 21:48,blackbear,me & ur ghost,0.061633333
27/05/2022 21:48,Lost Frequencies,Are You With Me,2.300216667
27/05/2022 21:51,Drake,Portland,3.3811
27/05/2022 21:54,88GLAM,Bali,3.0886
27/05/2022 21:55,Bugus,Timber,0.496033333
27/05/2022 21:58,The Weeknd,Wasted Times,3.67155
27/05/2022 21:59,JON VINYL,Star-Crossed,0.584183333
27/05/2022 22:03,Baby Keem,family ties (with Kendrick Lamar),3.578633333
27/05/2022 22:04,Amazingblaze,Inner Fire,0.063883333
27/05/2022 22:04,Travis Scott,sdp interlude,1.432166667
27/05/2022 22:06,Juice WRLD,Hurt Me,2.038083333
27/05/2022 22:06,Doruksen,Save My Soul,0.053383333
27/05/2022 22:10,Logic,1-800-273-8255,4.16955
27/05/2022 22:11,NF,The Search,0.1662
27/05/2022 22:14,Juice WRLD,Ring Ring (with Rvssian feat. Clever),2.8636
27/05/2022 22:15,NAV,Minute,1.01825
27/05/2022 22:17,Drake,Chicago Freestyle (feat. Giveon),2.628266667
27/05/2022 22:21,Tory Lanez,Broke Leg (with Quavo & Tyga),0.27915
27/05/2022 22:21,Kendrick Lamar,Money Trees,3.812066667
27/05/2022 22:22,Kid Cudi,Another Day,0.000383333
27/05/2022 22:22,Travis Scott,SICKO MODE,0.030083333
27/05/2022 22:22,Drake,IMY2 (with Kid Cudi),0.000383333
27/05/2022 22:22,Lil Peep,white wine,0.0195
27/05/2022 22:25,Roddy Ricch,High Fashion (feat. Mustard),2.01375
27/05/2022 22:29,Mike WiLL Made-It,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",4.015433333
27/05/2022 22:33,DJ Khaled,GREECE (feat. Drake),3.64835
27/05/2022 22:35,Metro Boomin,Overdue (with Travis Scott),0.122583333
27/05/2022 22:39,21 Savage,ball w/o you,3.250766667
27/05/2022 22:40,Roy Woods,Drama (feat. Drake),0.320966667
28/05/2022 06:08,Frank Ocean,Thinkin Bout You,0.0753
28/05/2022 06:08,Lauv,Chasing Fire - Stripped – Live in London,0.0547
28/05/2022 06:11,Powfu,throw it all away (feat. Jomie),2.9367
28/05/2022 06:14,Khalid,Coaster,3.318666667
28/05/2022 06:17,DJ Khaled,LET IT GO (feat. Justin Bieber & 21 Savage),2.758766667
28/05/2022 06:20,DaniLeigh,Easy,3.109766667
28/05/2022 06:24,Lauv,For Now,3.154
28/05/2022 06:27,Russ,Missin You Crazy,3.778216667
28/05/2022 06:30,The Lumineers,Ophelia,2.668283333
28/05/2022 06:34,Kali Uchis,fue mejor (feat. SZA),3.8494
28/05/2022 06:37,The Hunna,She's Casual,3.062666667
28/05/2022 06:41,Neanderthal,Get Out of My Head,3.833333333
28/05/2022 06:43,Tate McRae,rubberband,2.461883333
28/05/2022 06:46,Bazzi,Mirror,2.339816667
28/05/2022 06:49,Coi Leray,Slide (with Gunna),3.480366667
28/05/2022 06:54,Drake,Not You Too (feat. Chris Brown),4.494666667
28/05/2022 06:57,Khalid,Better,3.823533333
28/05/2022 07:00,Bazzi,Dreams,2.450333333
28/05/2022 07:03,Bea Miller,feel something,3.002683333
28/05/2022 07:07,6LACK,Cutting Ties,4.361716667
28/05/2022 07:11,guccihighwaters,i thought i died inside,3.108
28/05/2022 07:22,Garrett Nash,be,1.20005
28/05/2022 08:30,Kina,Get You The Moon (feat. Snøw),2.984666667
28/05/2022 08:34,Powfu,Life Is Changing,3.85
28/05/2022 08:39,Jeremy Zucker,julia,3.056
28/05/2022 08:43,6LACK,ATL Freestyle,3.402133333
28/05/2022 08:47,keshi,2 soon,3.44185
28/05/2022 08:50,Bryson Tiller,Don't,3.304883333
28/05/2022 08:55,PARTYNEXTDOOR,SHOWING YOU,4.779683333
28/05/2022 08:56,XXXTENTACION,Everybody Dies In Their Nightmares,1.5911
28/05/2022 08:58,yaeow,Take Me Higher,2.118
28/05/2022 08:59,Jesse Gallagher,The Snowbird Strut,0.175466667
28/05/2022 10:11,Khalid,Better,0.005016667
28/05/2022 10:14,Kaash Paige,Love Songs - Bonus,2.477333333
28/05/2022 10:18,Haux,Homegrown,4.038883333
28/05/2022 10:19,6LACK,Thugger’s Interlude,1.19995
28/05/2022 10:23,6LACK,Pretty Little Fears (feat. J. Cole),4.005683333
28/05/2022 10:25,The Lumineers,Ophelia,1.440166667
28/05/2022 10:27,Harry Styles,As It Was,2.788383333
28/05/2022 10:31,Don Toliver,Euphoria (feat. Travis Scott & Kaash Paige),3.600066667
28/05/2022 10:35,Neanderthal,Get Out of My Head,3.833333333
28/05/2022 10:35,Drake,Marvins Room,0.023166667
28/05/2022 10:35,Kaash Paige,Break Up Song,0.11015
28/05/2022 10:38,Coi Leray,Slide (with Gunna),3.480366667
28/05/2022 10:42,Bryson Tiller,Exchange,3.24355
28/05/2022 10:42,6LACK,Let Her Go,0.000383333
28/05/2022 10:42,yaeow,Take Me Higher,0.129083333
28/05/2022 10:42,SAINt JHN,Quarantine Wifey (feat. JID),0.17475
28/05/2022 10:46,Kali Uchis,fue mejor (feat. SZA),3.8494
28/05/2022 10:49,Lele Pons,Celoso,0.109466667
28/05/2022 10:49,ASTN,eighty five 911,2.692716667
28/05/2022 10:50,XXXTENTACION,Everybody Dies In Their Nightmares,1.5911
28/05/2022 10:51,Harry Styles,Watermelon Sugar,0.009483333
28/05/2022 10:51,Ryan Caraveo,Nutcase,0.000383333
28/05/2022 10:51,Kaash Paige,Break Up Song,0.312383333
28/05/2022 10:51,Lauv,i'm so tired... - Stripped - Live in LA,0.011966667
28/05/2022 10:51,ZAYN,Entertainer,0.0115
28/05/2022 10:57,Mac Miller,Surf,6.57685
28/05/2022 10:57,Kendrick Lamar,LOVE. FEAT. ZACARI.,0.05555
28/05/2022 10:57,Drake,Passionfruit,0.006433333
28/05/2022 11:02,Drake,Passionfruit,4.982333333
28/05/2022 11:06,6LACK,Know My Rights (feat. Lil Baby),3.239916667
28/05/2022 11:08,Mac Miller,Surf,2.088133333
28/05/2022 11:11,Khalid,Better,1.438383333
28/05/2022 11:14,Khalid,Better,2.390866667
28/05/2022 11:17,Jeremy Zucker,scared,0.0087
28/05/2022 11:17,ZAYN,Entertainer,0.013916667
28/05/2022 11:17,6LACK,ATL Freestyle,2.897433333
28/05/2022 11:17,G-Eazy,Order More (feat. Starrah),0.050816667
28/05/2022 11:17,Petit Biscuit,Sunset Lover,0.012633333
28/05/2022 11:18,Jeremy Zucker,thinking 2 much,1.181083333
28/05/2022 11:21,The Lumineers,Ophelia,2.668283333
28/05/2022 11:23,SALES,Chinese New Year,2.666666667
28/05/2022 11:28,Drake,Not You Too (feat. Chris Brown),4.494666667
28/05/2022 11:30,DaniLeigh,Easy,1.2087
28/05/2022 11:32,DaniLeigh,Easy,1.90855
28/05/2022 11:36,James Arthur,Say You Won't Let Go,3.524433333
28/05/2022 11:40,Jesse Gallagher,The Snowbird Strut,3.953
28/05/2022 11:46,Jesse Gallagher,The Snowbird Strut,5.886283333
28/05/2022 11:47,Jesse Gallagher,The Snowbird Strut,0.747633333
28/05/2022 11:50,Jesse Gallagher,The Snowbird Strut,0.701366667
28/05/2022 11:53,Bicep,Apricots,1.261333333
28/05/2022 11:59,Bicep,Apricots,5.202916667
28/05/2022 11:59,Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",0.12395
28/05/2022 12:03,Bicep,Apricots,4.108433333
28/05/2022 12:04,Russ,Cherry Hill,0.818566667
28/05/2022 12:08,Björn Peng,Das alte Lied,3.8251
28/05/2022 12:11,PARTYNEXTDOOR,ANOTHER DAY,2.541333333
28/05/2022 12:14,Wiz Khalifa,See You Again (feat. Charlie Puth),3.825416667
28/05/2022 12:17,XXXTENTACION,Depression & Obsession,2.412216667
28/05/2022 12:18,Jeremih,Impatient,1.433066667
28/05/2022 12:18,Bicep,Atlas,0
28/05/2022 12:23,Bicep,Apricots,4.108433333
28/05/2022 12:26,James Arthur,Falling Like The Stars,3.545333333
28/05/2022 12:30,NF,No Excuses,3.362
28/05/2022 12:33,Björn Peng,Das alte Lied,0.04415
28/05/2022 12:33,Doruksen,Save My Soul,0.688133333
28/05/2022 12:33,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),3.043716667
28/05/2022 12:34,Fireboy DML,Peru,0.907416667
28/05/2022 12:39,Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,0.258466667
28/05/2022 12:39,Bicep,Glue,4.485816667
28/05/2022 12:44,Björn Peng,Reset,4.590166667
28/05/2022 12:44,Giveon,Last Time (feat. Snoh Aalegra),0.286583333
28/05/2022 12:48,Drake,Chicago Freestyle (feat. Giveon),3.674783333
28/05/2022 12:50,Drake,Losses,2.62935
28/05/2022 12:54,Kali Uchis,fue mejor (feat. SZA),3.8494
28/05/2022 12:56,Jhené Aiko,P*ssY Fairy (OTW),1.914483333
28/05/2022 13:00,Neanderthal,White Lies,3.848483333
28/05/2022 13:01,Drake,Not You Too (feat. Chris Brown),0.72965
29/05/2022 07:53,Drake,Not You Too (feat. Chris Brown),3.765033333
29/05/2022 07:57,piri,soft spot,3.658816667
29/05/2022 07:59,Ryan Caraveo,Nutcase,1.833933333
29/05/2022 08:01,khai dreams,Lost in You,1.683333333
29/05/2022 08:04,Haux,Homegrown,3.512066667
29/05/2022 10:24,NAV,Tap (feat. Meek Mill),2.4713
29/05/2022 10:27,Post Malone,Goodbyes (feat. Young Thug),2.914216667
29/05/2022 10:30,Metro Boomin,Space Cadet (feat. Gunna),3.387766667
29/05/2022 10:34,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,3.789333333
29/05/2022 10:38,Tove Lo,Stay High - Habits Remix,4.306433333
29/05/2022 10:42,Chris Brown,No Guidance (feat. Drake),4.344
29/05/2022 10:43,Roddy Ricch,Start Wit Me (feat. Gunna),0.620416667
29/05/2022 10:44,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",0.4575
29/05/2022 10:47,Gunna,Toast Up,3.83295
29/05/2022 10:52,J. Cole,Deja Vu,4.412433333
29/05/2022 10:53,NAV,Bring It Back,0.171966667
29/05/2022 10:53,DJ Khaled,GREECE (feat. Drake),0.014416667
29/05/2022 10:53,PARTYNEXTDOOR,Her Way,0.016783333
29/05/2022 10:53,Jaden,PCH,0.010166667
29/05/2022 10:53,Drake,Knife Talk (with 21 Savage ft. Project Pat),1.034733333
29/05/2022 10:53,Tory Lanez,10 F*CKS (with Mansa),0.014966667
29/05/2022 12:35,Bicep,Apricots,0.05745
29/05/2022 12:35,Bicep,Cazenove,0.0587
29/05/2022 12:39,Kaien Cruz,X N O,3.0502
29/05/2022 12:39,Olivia Rodrigo,drivers license,0.447483333
29/05/2022 12:42,6LACK,Long Nights,2.617
29/05/2022 12:44,Kid Cudi,Lovin’ Me (feat. Phoebe Bridgers),2.263033333
29/05/2022 12:44,Cannons,Fire for You,0.020516667
29/05/2022 12:45,Coi Leray,Slide (with Gunna),0.050183333
29/05/2022 12:47,Bryce Vine,Drew Barrymore,0.0587
29/05/2022 12:47,SALES,Chinese New Year,2.666666667
29/05/2022 12:50,Bazzi,03:15,2.783633333
29/05/2022 12:54,ROLE MODEL,girl in new york,3.521733333
29/05/2022 12:54,Troye Sivan,Strawberries & Cigarettes,0.090566667
29/05/2022 12:57,Lauv,For Now,3.154
29/05/2022 12:58,6LACK,Thugger’s Interlude,0.140066667
29/05/2022 12:58,khai dreams,Lost in You,1.085966667
29/05/2022 12:58,G-Eazy,Order More (feat. Starrah),0.01425
29/05/2022 12:59,6LACK,Know My Rights (feat. Lil Baby),0.0439
29/05/2022 13:02,Neanderthal,Get Out of My Head,3.833333333
29/05/2022 13:06,Neanderthal,White Lies,3.345183333
29/05/2022 13:09,Verzache,January,3.272716667
29/05/2022 13:09,Khalid,Coaster,0
29/05/2022 13:13,Ed Sheeran,Photograph,4.316433333
29/05/2022 13:17,Drake,Don’t Matter To Me (with Michael Jackson),4.096433333
29/05/2022 13:22,Logic,1-800-273-8255,4.16955
29/05/2022 13:25,Lil Tjay,Sex Sounds,2.70755
29/05/2022 13:28,Lauv,For Now,3.154
29/05/2022 13:32,Khalid,Location,3.651333333
29/05/2022 13:33,Lele Pons,Celoso,1.053066667
29/05/2022 13:37,Neanderthal,White Lies,3.848483333
29/05/2022 13:39,keshi,skeletons,2.541333333
29/05/2022 13:43,Khalid,Motion,3.931333333
29/05/2022 13:46,Khalid,Motion,3.148083333
29/05/2022 13:50,Neanderthal,White Lies,3.848483333
29/05/2022 13:51,Khalid,Motion,0
29/05/2022 13:51,keshi,skeletons,0.854316667
29/05/2022 13:54,Khalid,Motion,0.25045
29/05/2022 13:54,keshi,skeletons,2.541333333
29/05/2022 13:54,keshi,skeletons,0.015683333
29/05/2022 13:58,Neanderthal,White Lies,3.848483333
29/05/2022 14:01,Khalid,Motion,0.059966667
29/05/2022 14:01,keshi,skeletons,2.541333333
29/05/2022 14:04,Verzache,Some Things,3.657133333
29/05/2022 14:07,Khalid,8TEEN,0.010366667
29/05/2022 14:07,Khalid,8TEEN,1.272516667
29/05/2022 14:07,The Lumineers,Ophelia,0.130333333
29/05/2022 14:07,Bryce Vine,Drew Barrymore,0.000383333
29/05/2022 14:09,Björn Peng,Das alte Lied,0.000383333
29/05/2022 14:09,Björn Peng,Das alte Lied,0.02595
29/05/2022 14:09,Bicep,Glue,0.065
29/05/2022 14:09,Bicep,Glue,2.233283333
29/05/2022 14:13,Bicep,Glue,0.391433333
29/05/2022 14:16,Bicep,Glue,2.858266667
29/05/2022 14:18,KhoMha,Oblique,2.177233333
29/05/2022 15:10,Eelke Kleijn,Transmission,0
29/05/2022 15:12,The Weeknd,I Was Never There,0.0631
29/05/2022 15:15,The Weeknd,Wasted Times,3.67155
29/05/2022 15:19,The Weeknd,Call Out My Name,3.013183333
29/05/2022 15:23,The Weeknd,Wasted Times,3.67155
29/05/2022 15:24,The Weeknd,Call Out My Name,0.951733333
29/05/2022 15:25,The Weeknd,I Was Never There,0.051283333
29/05/2022 15:30,The Weeknd,Wicked Games,5.2544
29/05/2022 15:33,The Weeknd,Often - Kygo Remix,2.642516667
29/05/2022 15:36,The Weeknd,Shameless,3.41805
29/05/2022 15:42,The Weeknd,Acquainted,5.814216667
29/05/2022 15:45,Gesaffelstein,Lost in the Fire (feat. The Weeknd),3.368216667
29/05/2022 15:45,The Weeknd,Twenty Eight,0.074183333
29/05/2022 15:48,The Weeknd,Prisoner,2.780133333
29/05/2022 15:52,The Weeknd,Starboy,3.840883333
29/05/2022 15:54,The Weeknd,Hardest To Love,1.416766667
29/05/2022 16:09,Juice WRLD,Bandit (with YoungBoy Never Broke Again),3.155366667
29/05/2022 16:13,Lil Tjay,20/20,3.8408
29/05/2022 16:15,Lil Peep,white wine,2.613333333
29/05/2022 16:17,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),1.543966667
29/05/2022 16:20,21 Savage,ball w/o you,3.250766667
29/05/2022 16:23,Post Malone,Go Flex,0.8446
29/05/2022 20:12,gianni & kyle,do u even miss me at all?,0.051116667
29/05/2022 20:16,Khalid,Better,3.823533333
29/05/2022 20:18,Ryan Caraveo,Nutcase,2.44565
29/05/2022 20:19,Drake,Losses,0.0162
29/05/2022 20:19,PARTYNEXTDOOR,SHOWING YOU,1.008933333
29/05/2022 20:23,One Direction,No Control,3.328666667
29/05/2022 20:24,H.E.R.,Slide,0.019183333
29/05/2022 20:24,Harry Hudson,Yellow Lights,1.22745
29/05/2022 20:27,Justin Bieber,What Do You Mean?,3.428
29/05/2022 20:29,Jeremy Zucker,scared,1.5165
29/05/2022 20:29,AsAP Ferg,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",0.0777
29/05/2022 20:33,Drake,Chicago Freestyle (feat. Giveon),3.674783333
29/05/2022 20:36,Kina,Get You The Moon (feat. Snøw),2.984666667
29/05/2022 20:39,Bryce Vine,Drew Barrymore,3.185766667
29/05/2022 20:42,Troye Sivan,What A Heavenly Way To Die,3.127333333
29/05/2022 20:45,Kaash Paige,Break Up Song,3.191766667
29/05/2022 20:51,Mac Miller,Surf,5.508433333
29/05/2022 20:51,Lil Tjay,Sex Sounds,0.32455
29/05/2022 20:54,SALES,Chinese New Year,2.666666667
29/05/2022 20:58,Drake,Not You Too (feat. Chris Brown),4.494666667
29/05/2022 21:01,Kaash Paige,London,2.797333333
29/05/2022 21:04,Bazzi,03:15,2.783633333
29/05/2022 21:06,Drake,Pain 1993 (with Playboi Carti),2.484616667
29/05/2022 21:10,Russ,Sep-16,4.164433333
29/05/2022 21:14,Haux,Homegrown,4.038883333
29/05/2022 21:17,6LACK,Let Her Go,2.95285
29/05/2022 21:21,6LACK,Pretty Little Fears (feat. J. Cole),4.005683333
29/05/2022 21:24,BoyWithUke,Two Moons,0.835483333
30/05/2022 00:32,Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",0.029566667
30/05/2022 00:32,Atif Aslam,Woh Lamhe Woh Baatein,0.038766667
30/05/2022 00:32,Coyu,El Baile Alemán,0.195116667
30/05/2022 00:33,Pritam,Naina,0.021633333
30/05/2022 00:38,Vishal-Shekhar,Khuda Jaane,5.559716667
30/05/2022 00:43,Arijit Singh,Kabhi Jo Baadal Barse,4.238333333
30/05/2022 00:47,Atif Aslam,Kuch Is Tarah,2.3446
30/05/2022 01:07,girl in red,forget her,0.0112
30/05/2022 01:07,girl in red,Apartment 402,0.11395
30/05/2022 01:07,girl in red,we fell in love in october,0.032233333
30/05/2022 01:10,girl in red,we fell in love in october,3.069216667
30/05/2022 01:12,girl in red,forget her,2.38925
30/05/2022 01:14,girl in red,4am,1.847683333
30/05/2022 01:15,Clairo,Flaming Hot Cheetos,0.977266667
30/05/2022 01:15,girl in red,midnight love,0.057133333
30/05/2022 01:18,girl in red,Serotonin,2.486633333
30/05/2022 01:21,girl in red,midnight love,3.232133333
30/05/2022 01:24,girl in red,.,2.770666667
30/05/2022 01:26,Sachin-Jigar,Saibo,0.049066667
30/05/2022 01:26,Vilen,Ek Raat,0.02595
30/05/2022 01:26,girl in red,Did You Come?,2.282616667
30/05/2022 01:27,Pritam,Mere Bina,0.37645
30/05/2022 01:32,Pritam,Tum Se Hi,5.35375
30/05/2022 01:38,A.R. Rahman,Nadaan Parinde,6.4
30/05/2022 01:45,Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",6.23675
30/05/2022 01:50,Atif Aslam,Tera Hone Laga Hoon,4.997116667
30/05/2022 01:55,Atif Aslam,Tu Jaane Na,5.698883333
30/05/2022 01:59,A.R. Rahman,Maahi Ve,4.013066667
30/05/2022 02:05,Alka Yagnik,"Agar Tum Saath Ho (From ""Tamasha"")",5.684233333
30/05/2022 02:09,Jawad Ahmad,"Samjhawan (Unplugged by Alia Bhatt) [From ""Humpty Sharma Ki Dulhania""]",3.593516667
30/05/2022 02:15,KK,Beete Lamhein,3.557683333
30/05/2022 08:53,KK,Beete Lamhein,1.421566667
30/05/2022 08:55,Akhil,"Duniyaa (From ""Luka Chuppi"")",2.062416667
30/05/2022 08:59,Arijit Singh,Roke Na Ruke Naina,3.548883333
30/05/2022 09:03,Amit Trivedi,Iktara,4.22955
30/05/2022 09:08,Shankar Mahadevan,Uff Teri Adaa,5.068133333
30/05/2022 09:09,Harrdy Sandhu,Soch,1.021433333
30/05/2022 10:43,PARTYNEXTDOOR,SHOWING YOU,0.01075
30/05/2022 10:43,Khalid,Coaster,0.137366667
30/05/2022 10:46,Powfu,throw it all away (feat. Jomie),2.9367
30/05/2022 10:49,Kaash Paige,Love Songs - Bonus,2.477333333
30/05/2022 10:52,Bazzi,03:15,2.783633333
30/05/2022 10:55,Powfu,Life Is Changing,3.85
30/05/2022 10:59,Doja Cat,Wine Pon You (feat. Konshens),3.65
30/05/2022 11:00,Angus & Julia Stone,Chateau,1.324983333
30/05/2022 11:04,Summer Walker,My Affection (with PARTYNEXTDOOR),3.56555
30/05/2022 11:07,José González,Heartbeats,2.670666667
30/05/2022 11:10,Kaien Cruz,X N O,3.0502
30/05/2022 11:13,Harry Hudson,Yellow Lights,2.85635
30/05/2022 11:16,Biig Piig,Perdida,3.015816667
30/05/2022 11:18,The Lumineers,Ophelia,2.668283333
30/05/2022 11:21,Petit Biscuit,Sunset Lover,0.291466667
30/05/2022 11:22,Jhené Aiko,Sativa,0.013166667
30/05/2022 11:22,Petit Biscuit,Sunset Lover,0.292533333
30/05/2022 11:24,Mike WiLL Made-It,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",0.424666667
30/05/2022 11:29,Mike WiLL Made-It,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",3.59215
30/05/2022 11:40,Gunna,MET GALA,1.386166667
30/05/2022 11:49,Kendrick Lamar,Money Trees,6.448433333
30/05/2022 11:55,Drake,Jungle,5.34
30/05/2022 11:58,AsAP Rocky,Praise The Lord (Da Shine) (feat. Skepta),3.417333333
30/05/2022 12:02,Drake,Toosie Slide,4.117633333
30/05/2022 12:03,KSI,Lose,0.086916667
30/05/2022 12:05,Jhove,Above Clouds,2.815316667
30/05/2022 12:09,Post Malone,Paranoid,3.696433333
30/05/2022 12:12,Lo'fi Boy,Sex for Breakfast,2.449416667
30/05/2022 12:15,Peachy!,sorries,3.58095
30/05/2022 12:18,Illuwn,Nowhere to Go,2.595833333
30/05/2022 12:20,Clairo,Flaming Hot Cheetos,2.064733333
30/05/2022 12:22,yaeow,i don't wanna let u go,2.4
30/05/2022 12:24,Lilac,Last Train Home Together,1.9759
30/05/2022 12:27,Jhove,closed eyes,2.3027
30/05/2022 12:29,Monty Datta,With Somebody Else,2.6901
30/05/2022 12:31,Teqkoi,I'm Not Enough and I'm Sorry,2
30/05/2022 12:34,Jhove,After Hours,2.426633333
30/05/2022 12:35,Lilac,Honey & Lemon,1.756216667
30/05/2022 12:39,Joji,SLOW DANCING IN THE DARK,3.487883333
30/05/2022 12:41,Teqkoi,Please Come Back,2.02535
30/05/2022 12:44,Kudasaibeats,The Girl I Haven't Met (Biskwiq Flip),3.237
30/05/2022 12:48,Else,Paris,3.495133333
30/05/2022 12:50,UMI,Butterfly,2.675
30/05/2022 12:52,Joji,worldstar money (interlude),2.1052
30/05/2022 12:56,Alicks,Next to You,3.097683333
30/05/2022 12:58,Powfu,death bed (coffee for your head),2.888883333
30/05/2022 13:01,Teqkoi,I never wanna lose you,2.532
30/05/2022 13:04,sophie meiers,Bruises and Satin - Demo,3.0552
