endTime,artistName,trackName,msPlayed,Language
2021-06-14 13:54,Stoto,299792458 - Original Mix,433558,en
2021-06-14 14:00,T78,The Antidote,389102,en
2021-06-14 14:01,Olivia Rodrigo,happier,22590,en
2021-06-14 14:04,Enrique Iglesias,Heart Attack,170146,en
2021-06-14 14:08,The Killers,Mr. Brightside,222973,en
2021-06-14 14:09,Lil Uzi Vert,Bean (Kobe) [feat. Chief Keef],43716,en
2021-06-14 14:11,Juice WRLD,Come & Go (with Marshmello),83410,en
2021-06-14 14:14,Jack Stauber,Buttercup,208026,en
2021-06-14 14:19,NF,My Stress,252711,en
2021-06-14 14:21,Rae Sremmurd,Black Beatles,143532,en
2021-06-14 14:24,Juice WRLD,All Girls Are The Same,165819,en
2021-06-14 14:29,Juice WRLD,Come & Go (with Marshmello),205484,en
2021-06-14 14:33,Juice WRLD,Lucid Dreams,239835,en
2021-06-14 14:36,Juice WRLD,Black & White,186945,en
2021-06-14 14:40,Juice WRLD,Black & White,186945,en
2021-06-14 14:44,PnB Rock,Selfish,245604,en
2021-06-14 14:47,Young Thug,Chanel (Go Get It) [feat. Gunna & Lil Baby],201706,en
2021-06-14 14:52,Tyla Yaweh,All the Smoke (feat. Gunna & Wiz Khalifa),211237,en
2021-06-14 15:45,XXXTENTACION,Everybody Dies In Their Nightmares,40521,en
2021-06-14 17:21,T78,The Antidote,896,en
2021-06-14 17:24,Metodi Hristov,The Butterfly Effect,181180,en
2021-06-14 17:27,XXXTENTACION,Everybody Dies In Their Nightmares,660,en
2021-06-14 17:35,Kid Cudi,Day 'n' Nite,66380,en
2021-06-14 17:36,Aaron Smith,Dancin - Krono Remix,43570,sl
2021-06-14 17:37,Twenty One Pilots,Stressed Out,104770,en
2021-06-14 17:39,Kaash Paige,Frank Ocean,79630,en
2021-06-14 17:39,Isyan Tetick,Patlamaya Devam,31410,tr
2021-06-14 17:39,Twenty One Pilots,Stressed Out,4290,en
2021-06-14 17:47,Izzamuzzic,Adventure - Original Mix,95990,en
2021-06-14 17:56,6LACK,Know My Rights (feat. Lil Baby),69080,en
2021-06-14 17:58,Drake,Pain 1993 (with Playboi Carti),74053,en
2021-06-14 19:10,YoungBoy Never Broke Again,Hot Now,24810,en
2021-06-14 19:35,AURORA,Runaway,248826,en
2021-06-14 19:36,Kaash Paige,Frank Ocean,1060,en
2021-06-14 19:36,Powfu,throw it all away (feat. Jomie),91923,en
2021-06-14 20:05,The Weeknd,Missed You - Bonus Track,144539,en
2021-06-14 20:20,Izzamuzzic,Adventure - Original Mix,266970,en
2021-06-15 07:28,Izzamuzzic,Adventure - Original Mix,10,en
2021-06-15 07:32,Bryson Tiller,Exchange,194613,en
2021-06-15 07:34,Internet Money,Giddy Up (feat. Wiz Khalifa & 24KGoldn),157852,en
2021-06-15 07:37,Ryan Caraveo,Nutcase,149096,en
2021-06-15 07:37,Lil Tjay,Calling My Phone,4220,en
2021-06-15 07:40,Flo Rida,GDFR (feat. Sage the Gemini & Lookas),190185,en
2021-06-15 07:43,Zephyrtone,Let Me Go,91978,en
2021-06-15 07:44,Shawn Mendes,Stitches,79890,en
2021-06-15 07:48,Drake,Mob Ties,205146,en
2021-06-15 07:51,ZAYN,There You Are,199600,en
2021-06-15 07:51,Tony K,No Offense,31873,en
2021-06-15 09:01,Travis Scott,SICKO MODE,312820,en
2021-06-15 09:05,Ellie Goulding,Hate Me (with Juice WRLD),186223,en
2021-06-15 09:08,Ziad,Let You Go,148284,en
2021-06-15 09:09,Travis Scott,BUTTERFLY EFFECT,82100,en
2021-06-15 09:11,Yo Trane,Late Night Drive,82010,en
2021-06-15 09:20,Drake,Marvins Room,347226,en
2021-06-15 09:24,Marshmello,Happier,214289,en
2021-06-15 09:28,Drake,Controlla,245226,it
2021-06-15 09:33,Wiz Khalifa,See You Again (feat. Charlie Puth),54994,en
2021-06-15 09:39,Zedd,Beautiful Now,4230,en
2021-06-15 09:47,Drake,Jungle,169480,en
2021-06-15 09:53,6LACK,Ex Calling,72380,en
2021-06-15 11:02,The Weeknd,I Was Never There,20660,en
2021-06-15 11:23,Charlotte de Witte,Pressure,8081,en
2021-06-15 11:23,Pangal,Rito,690,fil
2021-06-15 11:31,Bob Moses,Desire - Charlotte de Witte Remix,3364,fy
2021-06-15 11:31,Charlotte de Witte,Lonesome - Original Mix,471229,en
2021-06-15 11:31,Mall Grab,Liverpool Street In The Rain,24784,en
2021-06-15 11:34,Future,Mask Off - Marshmello Remix,179200,en
2021-06-15 11:37,NF,When I Grow Up,196800,en
2021-06-15 11:41,NF,Options,195306,en
2021-06-15 11:41,HVME,Goosebumps,1465,en
2021-06-15 11:41,Travis Scott,SICKO MODE,1003,en
2021-06-15 11:44,NF,Let You Down,177265,en
2021-06-15 11:47,Tyga,SWISH,194935,en
2021-06-15 11:51,G-Eazy,No Limit,245386,en
2021-06-15 11:54,NF,WHY,188989,en
2021-06-15 11:57,Skrillex,HUMBLE. - SKRILLEX REMIX,156800,en
2021-06-15 11:59,Drake,God's Plan,50003,en
2021-06-15 11:59,Young Thug,The London (feat. J. Cole & Travis Scott),99871,en
2021-06-15 12:01,KYLE,iSpy (feat. Lil Yachty) - No Intro,52170,en
2021-06-15 12:03,Post Malone,rockstar (feat. 21 Savage),114466,en
2021-06-15 15:57,Future,Mask Off - Marshmello Remix,0,en
2021-06-15 15:57,NF,Options,0,en
2021-06-15 15:57,Drake,Money In The Grave (Drake ft. Rick Ross),0,en
2021-06-15 16:46,Kaash Paige,London,167840,en
2021-06-15 16:51,Aaron Smith,Dancin - Krono Remix,246400,sl
2021-06-15 17:04,dontaskalex,Heaven,115200,en
2021-06-15 17:56,Lilac,Last Train Home Together,118554,en
2021-06-15 17:59,sagun,I'll Keep You Safe,155859,en
2021-06-15 18:08,Lilac,Honey & Lemon,105373,en
2021-06-15 18:11,WYS,Snowman,195136,en
2021-06-15 18:14,Misc.Inc,Virtue,178666,en
2021-06-15 18:18,Towerz,choices,185581,en
2021-06-15 21:13,Teqkoi,I'm Not Enough and I'm Sorry,13172,en
2021-06-16 04:46,Kina,Baby You're Worth It,130925,en
2021-06-16 04:49,John Legend,All of Me,860,en
2021-06-16 04:49,Billie Eilish,bad guy,170694,en
2021-06-16 04:56,Powfu,throw it all away (feat. Jomie),395252,en
2021-06-16 05:07,One Direction,Ready to Run,196053,en
2021-06-16 05:17,Avicii,The Nights,61730,en
2021-06-16 05:21,Hardwell,Young Again (feat. Chris Jones),126110,en
2021-06-16 05:39,Vazer,Watermelon Sugar X Seaside,12465,en
2021-06-16 11:29,Ziad,OBLAK,72840,sl
2021-06-16 11:31,Olivia Rodrigo,good 4 u,147417,en
2021-06-16 11:35,NAV,Why You Crying Mama,191197,en
2021-06-16 11:35,Imran Khan,Bewafa,4210,ha
2021-06-16 11:37,Olivia Rodrigo,good 4 u,19471,en
2021-06-16 11:37,Petit Biscuit,Sunset Lover,198,en
2021-06-16 11:37,YNW Melly,Suicidal,140884,en
2021-06-16 11:40,Lil Tjay,20/20,710,und
2021-06-16 11:40,Russ,Missin You Crazy,2755,en
2021-06-16 11:40,Aaron Smith,Dancin - Krono Remix,149074,sl
2021-06-16 11:44,Lil Tjay,20/20,230448,und
2021-06-16 11:44,Glass Animals,Season 2 Episode 3,19527,en
2021-06-16 11:47,Drake,Pain 1993 (with Playboi Carti),149077,en
2021-06-16 11:50,Powfu,throw it all away (feat. Jomie),176202,en
2021-06-16 11:53,Cannons,Fire for You,231825,en
2021-06-16 11:54,PnB Rock,Selfish,1687,en
2021-06-16 11:56,Drake,Losses,0,en
2021-06-16 11:56,Kina,Get You The Moon (feat. Snøw) - Hippie Sabotage Remix,1268,en
2021-06-16 11:56,Kaash Paige,London,125734,en
2021-06-16 11:58,Doja Cat,Wine Pon You (feat. Konshens),6194,en
2021-06-16 11:58,Russ,Missin You Crazy,89791,en
2021-06-16 11:59,Maroon 5,Daylight,0,en
2021-06-16 11:59,Glass Animals,Season 2 Episode 3,0,en
2021-06-16 11:59,Jhené Aiko,P*$$Y Fairy (OTW),0,en
2021-06-16 11:59,PnB Rock,Selfish,0,en
2021-06-16 11:59,benny blanco,Eastside (with Halsey & Khalid),0,en
2021-06-16 12:03,Powfu,Life Is Changing,231000,en
2021-06-16 12:05,Internet Money,Giddy Up (feat. Wiz Khalifa & 24KGoldn),119405,en
2021-06-16 12:10,Aaron Smith,Dancin - Krono Remix,256000,sl
2021-06-16 12:12,Kaash Paige,Frank Ocean,165383,en
2021-06-16 12:16,Cannons,Fire for You,231825,en
2021-06-16 12:21,Internet Money,Thrusting (feat. Swae Lee & Future),137130,en
2021-06-16 12:25,Lil Tjay,20/20,230448,und
2021-06-16 12:26,Bryson Tiller,Run Me Dry,631,en
2021-06-16 12:26,Summer Walker,My Affection (with PARTYNEXTDOOR),415,en
2021-06-16 12:26,Russ,"Psycho, Pt. 2",1120,en
2021-06-16 12:26,AURORA,Runaway,15199,en
2021-06-16 12:28,Drake,Losses,0,en
2021-06-16 12:28,PARTYNEXTDOOR,Come and See Me (feat. Drake),0,en
2021-06-16 12:28,Powfu,throw it all away (feat. Jomie),0,en
2021-06-16 12:28,Summer Walker,My Affection (with PARTYNEXTDOOR),164046,en
2021-06-16 12:28,Russ,"Psycho, Pt. 2",23,en
2021-06-16 12:29,The Hunna,She's Casual,0,en
2021-06-16 12:29,Glass Animals,Heat Waves,0,en
2021-06-16 12:32,Doja Cat,Wine Pon You (feat. Konshens),187767,en
2021-06-16 12:32,Jeremy Zucker,thinking 2 much,2173,en
2021-06-16 12:32,PARTYNEXTDOOR,SHOWING YOU,23,en
2021-06-16 12:32,Izzamuzzic,Adventure - Original Mix,5653,en
2021-06-16 12:35,Ziad,OBLAK,153913,sl
2021-06-16 12:38,ZAYN,Entertainer,16740,en
2021-06-16 12:38,NF,Let You Down,150274,en
2021-06-16 13:21,Hardwell,Young Again (feat. Chris Jones),6460,en
2021-06-16 13:25,Lauv,Chasing Fire - Stripped – Live in London,213000,en
2021-06-16 13:28,Jeremy Zucker,talk is overrated,165590,en
2021-06-16 13:56,SZA,Love Galore (feat. Travis Scott),275080,en
2021-06-16 14:02,6LACK,Cutting Ties,261703,en
2021-06-16 14:04,NAV,Rack In My Sleep (feat. 88GLAM),160677,en
2021-06-16 14:07,Jeremy Zucker,comethru,181613,en
2021-06-16 14:11,Jeremy Zucker,thinking 2 much,229453,en
2021-06-16 14:16,Eminem,Soldier,226213,en
2021-06-16 14:20,PARTYNEXTDOOR,Come and See Me (feat. Drake),235477,en
2021-06-16 14:20,Drake,Houstatlantavegas,19059,en
2021-06-16 17:21,ZAYN,Entertainer,5560,en
2021-06-16 17:37,Drips Zacheer,Bioluminescence,123060,en
2021-06-17 04:51,Drips Zacheer,Bioluminescence,165779,en
2021-06-17 04:55,Glass Animals,Heat Waves,238805,en
2021-06-17 05:00,Izzamuzzic,Adventure - Original Mix,319225,en
2021-06-17 05:05,Milky Chance,Stolen Dance,313684,en
2021-06-17 05:09,Russ,Losin Control,237506,en
2021-06-17 05:13,Mac Miller,Self Care,223029,en
2021-06-17 05:15,Metro Boomin,10 Freaky Girls (with 21 Savage),103883,en
2021-06-17 06:31,Powfu,throw it all away (feat. Jomie),21420,en
2021-06-17 06:33,Drake,Pain 1993 (with Playboi Carti),69866,en
2021-06-17 06:46,Kaash Paige,Soul Ties,182373,en
2021-06-17 06:49,benny blanco,Eastside (with Halsey & Khalid),173799,en
2021-06-17 06:53,Cannons,Fire for You,194496,en
2021-06-17 07:45,Ryan Caraveo,Nutcase,6614,en
2021-06-17 07:45,Ryan Caraveo,Nutcase,132330,en
2021-06-17 07:49,Don Toliver,Euphoria (feat. Travis Scott & Kaash Paige),209068,en
2021-06-17 07:49,PnB Rock,Selfish,1267,en
2021-06-17 07:51,Young Thug,The London (feat. J. Cole & Travis Scott),100933,en
2021-06-17 07:57,Bryson Tiller,Exchange,74597,en
2021-06-17 12:38,Metro Boomin,10 Freaky Girls (with 21 Savage),205556,en
2021-06-17 12:41,Drake,Laugh Now Cry Later (feat. Lil Durk),140072,en
2021-06-17 12:43,Travis Scott,YOSEMITE,150043,en
2021-06-17 12:46,Ziad,OBLAK,153913,sl
2021-06-17 12:50,Gunna,Car Sick (feat. NAV & Metro Boomin),219816,en
2021-06-17 12:54,Drake,Signs,234373,en
2021-06-17 12:57,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),185334,en
2021-06-17 12:59,DaBaby,TOES (feat. Lil Baby & Moneybagg Yo),136366,en
2021-06-17 13:00,Saweetie,My Type,50901,en
2021-06-17 13:00,Bazzi,Sober,23,en
2021-06-17 13:00,Billie Eilish,idontwannabeyouanymore,1394,en
2021-06-17 13:03,Kid Cudi,The Pale Moonlight,176293,en
2021-06-17 13:07,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",221166,en
2021-06-17 13:24,Big Sean,Jump Out The Window,337,en
2021-06-17 13:24,Imagine Dragons,Bad Liar,7326,en
2021-06-17 13:24,Jeremy Zucker,Weakness,2202,en
2021-06-17 13:24,The Marías,Cariño,2647,es
2021-06-17 13:29,SZA,Love Galore (feat. Travis Scott),275080,en
2021-06-17 13:32,Post Malone,Staring At The Sun (feat. SZA),168280,en
2021-06-17 13:35,Big Sean,Jump Out The Window,213693,en
2021-06-17 13:38,Imagine Dragons,Bad Liar,155902,en
2021-06-17 13:40,Post Malone,Better Now,1160,en
2021-06-17 13:40,Imagine Dragons,Bad Liar,1658,en
2021-06-17 13:40,Tyga,Nann Nigga (feat. Honey Cocaine),800,en
2021-06-17 13:42,Alan Walker,Tired - Kygo Remix,120976,en
2021-06-17 13:48,gianni & kyle,5 shots,66130,en
2021-06-17 19:25,Atif Aslam,Woh Lamhe Woh Baatein,12960,hi
2021-06-17 19:27,KK,Beete Lamhein,82410,hi
2021-06-17 19:31,Khalid,Better,125800,en
2021-06-17 19:33,Khalid,Better,53846,en
2021-06-17 19:33,Khalid,Better,49963,en
2021-06-17 19:36,Russ,"Psycho, Pt. 2",161985,en
2021-06-17 19:45,PnB Rock,Selfish,99754,en
2021-06-17 20:01,Atif Aslam,Tu Jaane Na,326760,mr
2021-06-17 20:13,J. Cole,Love Yourz,19230,en
2021-06-17 20:13,J. Cole,4 Your Eyez Only,41740,en
2021-06-17 20:15,J. Cole,Crooked Smile (feat. TLC),90620,en
2021-06-17 20:18,keshi,2 soon,171890,en
2021-06-18 04:54,Kid Cudi,She Knows This,161866,en
2021-06-18 04:57,Milky Chance,Stolen Dance,169385,en
2021-06-18 05:01,Aaron Smith,Dancin - Krono Remix,256000,sl
2021-06-18 05:02,One Direction,Stockholm Syndrome,23054,sv
2021-06-18 05:05,Kid Cudi,Day 'n' Nite,222066,en
2021-06-18 05:09,Coldplay,Fix You,197751,en
2021-06-18 05:12,Marshmello,Happier,214289,en
2021-06-18 05:16,Kodak Black,ZEZE (feat. Travis Scott & Offset),228759,en
2021-06-18 05:19,PARTYNEXTDOOR,Not Nice,153041,en
2021-06-18 05:22,Metro Boomin,10 Freaky Girls (with 21 Savage),208293,en
2021-06-18 05:24,Taylor Swift,Wildest Dreams,98071,en
2021-06-18 05:26,Desiigner,Panda,150921,en
2021-06-18 05:30,NAV,Lonely,215293,en
2021-06-18 05:33,Aaron Smith,Dancin - Krono Remix,168312,sl
2021-06-18 05:36,Ryan Caraveo,Nutcase,967,en
2021-06-18 05:40,Lil Tjay,20/20,253882,und
2021-06-18 05:45,Aaron Smith,Dancin - Krono Remix,256000,sl
2021-06-18 05:45,Kaash Paige,Soul Ties,890,en
2021-06-18 05:45,Kaash Paige,Soul Ties,1463,en
2021-06-18 05:45,Petit Biscuit,Sunset Lover,860,en
2021-06-18 05:45,Petit Biscuit,Sunset Lover,25832,en
2021-06-18 05:50,Angus & Julia Stone,Chateau,50077,en
2021-06-18 05:50,Lil Tjay,Calling My Phone,263367,en
2021-06-18 05:55,J. Cole,Deja Vu,264746,ro
2021-06-18 06:00,Lil Tjay,20/20,307026,und
2021-06-18 06:03,Powfu,throw it all away (feat. Jomie),176202,en
2021-06-18 06:05,The Weeknd,Missed You - Bonus Track,144539,en
2021-06-18 06:09,Glass Animals,Season 2 Episode 3,243509,en
2021-06-18 06:12,Russ,"Psycho, Pt. 2",161985,en
2021-06-18 06:14,Cannons,Fire for You,117026,en
2021-06-18 06:19,benny blanco,Eastside (with Halsey & Khalid),99383,en
2021-06-18 06:27,Olivia Rodrigo,drivers license,206110,en
2021-06-18 06:28,Olivia Rodrigo,drivers license,52429,en
2021-06-18 06:31,Bazzi,Fantasy,108848,en
2021-06-18 19:35,blackbear,1 SIDED LOVE,25600,en
2021-06-18 19:35,NAV,Wanted You (feat. Lil Uzi Vert),800,en
2021-06-18 19:37,Social House,Magic In The Hamptons (feat. Lil Yachty),113640,en
2021-06-18 19:37,Passenger,Let Her Go,4730,en
2021-06-18 19:44,Russ,Missin You Crazy,90220,en
2021-06-18 19:48,Chelsea Cutler,please,219066,en
2021-06-18 19:51,GASHI,Roses,169573,en
2021-06-18 20:12,LANY,Super Far,55495,en
2021-06-18 20:15,Ruel,too many feelings,186935,en
2021-06-18 20:17,Post Malone,Go Flex,108174,en
2021-06-18 20:20,G-Eazy,Remember You (feat. blackbear),5654,en
2021-06-18 20:20,Ruel,too many feelings,186935,en
2021-06-18 20:21,Aminé,RATCHET SATURN GIRL,63260,en
2021-06-18 20:23,Glass Animals,Gooey,107090,en
2021-06-18 20:23,Doja Cat,Wine Pon You (feat. Konshens),3460,en
2021-06-18 20:28,Bazzi,03:15,67300,und
2021-06-18 20:28,PnB Rock,I Like Girls (feat. Lil Skies),3450,en
2021-06-18 20:32,PARTYNEXTDOOR,LOYAL (feat. Drake and Bad Bunny) - Remix,229930,en
2021-06-18 20:33,A.R. Rahman,Maahi Ve,30160,mi
2021-06-18 20:36,Atif Aslam,Woh Lamhe Woh Baatein,167720,hi
2021-06-18 20:36,KK,Beete Lamhein,28970,hi
2021-06-18 20:37,Pritam,Tum Mile - Love Reprise,39470,en
2021-06-18 20:38,James,Bheegi Bheegi,99780,hi
2021-06-18 20:40,Pritam,Mere Bina,91110,hi
2021-06-19 08:59,G-Eazy,Tumblr Girls (feat. Christoph Andersson),1045,en
2021-06-19 09:03,Metro Boomin,10 Freaky Girls (with 21 Savage),208293,en
2021-06-19 09:07,Kid Cudi,Lord I Know,212040,en
2021-06-19 09:08,LANY,Hurts,107858,en
2021-06-19 12:27,Wiz Khalifa,See You Again (feat. Charlie Puth),818,en
2021-06-19 12:27,The Weeknd,Six Feet Under,0,en
2021-06-19 12:27,Post Malone,Stay,1480,en
2021-06-19 12:29,The Weeknd,Attention,127478,en
2021-06-19 12:32,XXXTENTACION,whoa (mind in awe),157776,en
2021-06-19 12:34,PARTYNEXTDOOR,Not Nice,86541,en
2021-06-19 12:37,Cadet,Advice,192571,en
2021-06-19 12:38,XXXTENTACION,Look At Me!,86363,en
2021-06-20 03:25,NATEGAWD,Take s Shot and Make a TikTok,17337,en
2021-06-20 03:29,Post Malone,Congratulations,220293,en
2021-06-20 03:29,Post Malone,Up There,22095,en
2021-06-20 03:33,Post Malone,I Fall Apart,223346,en
2021-06-20 03:34,Post Malone,"Yours Truly, Austin Post",22391,en
2021-06-20 03:35,Post Malone,White Iverson,87045,en
2021-06-20 03:38,Post Malone,Go Flex,169225,en
2021-06-20 03:41,Post Malone,Paranoid,166398,en
2021-06-20 03:44,Post Malone,Rich & Sad,186587,en
2021-06-20 03:47,Post Malone,rockstar (feat. 21 Savage),178293,en
2021-06-20 03:51,Post Malone,Candy Paint,227533,en
2021-06-20 03:52,Post Malone,Paranoid,108550,en
2021-06-20 03:53,Post Malone,Jonestown (Interlude),9006,en
2021-06-20 03:53,Travis Scott,YOSEMITE,26351,en
2021-06-20 03:53,Post Malone,Otherside,9096,en
2021-06-20 03:54,Ziad,OBLAK,76357,sl
2021-06-20 03:57,Gunna,Car Sick (feat. NAV & Metro Boomin),144618,en
2021-06-20 03:57,The Weeknd,Escape From LA,1511,en
2021-06-20 04:00,H.E.R.,Slide,192400,en
2021-06-20 04:03,SZA,Love Galore (feat. Travis Scott),142372,en
2021-06-20 04:05,Meek Mill,Going Bad (feat. Drake),133367,en
2021-06-20 04:07,Glass Animals,Heat Waves,132587,en
2021-06-20 04:10,Jack Ü,Mind (feat. Kai),149534,en
2021-06-20 04:11,Eluzai,call my friends...,108516,en
2021-06-20 04:15,Young Thug,The London (feat. J. Cole & Travis Scott),200186,en
2021-06-20 04:17,Akon,Smack That,123308,en
2021-06-20 04:20,Drake,War,180000,en
2021-06-20 04:23,G-Eazy,Shoot Me Down (feat. Anthony Stewart),196693,en
2021-06-20 04:25,Post Malone,I Fall Apart,1073,en
2021-06-20 04:25,Bizzey,Traag,129317,nl
2021-06-20 04:28,Alec Benjamin,If We Have Each Other,153983,en
2021-06-20 04:30,Drake,Toosie Slide,124188,en
2021-06-20 04:31,B Young,Gucci Demon,43057,en
2021-06-20 05:15,B Young,Gucci Demon,1025,en
2021-06-20 05:16,B Young,Gucci Demon,26380,en
2021-06-20 05:21,PARTYNEXTDOOR,LOYAL (feat. Drake and Bad Bunny) - Remix,281119,en
2021-06-20 05:22,Roy Woods,Drama (feat. Drake),88371,en
2021-06-20 05:26,Lil Tjay,20/20,205455,und
2021-06-20 05:30,The Weeknd,I Feel It Coming,269186,en
2021-06-20 05:31,Garmiani,Bomb A Drop,43421,en
2021-06-20 05:31,NAV,Rack In My Sleep (feat. 88GLAM),34930,en
2021-06-20 05:31,Coldplay,Viva La Vida,111,es
2021-06-20 05:34,Coldplay,Hymn for the Weekend,134957,en
2021-06-20 05:36,Kendrick Lamar,HUMBLE.,131518,en
2021-06-20 05:39,Marshmello,Silence,180822,en
2021-06-20 05:42,Lil Tjay,Leaked (feat. Lil Wayne) - Remix,165814,en
2021-06-20 05:43,Zay Hilfigerrr,Juju on That Beat (TZ Anthem),73726,en
2021-06-20 05:44,NF,Lost In The Moment,48771,en
2021-06-20 05:46,XXXTENTACION,Moonlight,135090,en
2021-06-20 05:48,Don Omar,Danza Kuduro,99891,ha
2021-06-20 05:48,Don Omar,Danza Kuduro,12803,ha
2021-06-20 05:48,James Arthur,Naked,2448,en
2021-06-20 05:55,J. Cole,Crooked Smile (feat. TLC),135600,en
2021-06-20 06:20,J. Cole,Crooked Smile (feat. TLC),2366,en
2021-06-20 06:20,J. Cole,Crooked Smile (feat. TLC),1304,en
2021-06-20 06:20,J. Cole,Love Yourz,11761,en
2021-06-20 06:24,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),194184,en
2021-06-20 06:27,Tyla Yaweh,All the Smoke (feat. Gunna & Wiz Khalifa),209953,en
2021-06-20 06:29,Pop Smoke,Dior,90634,en
2021-06-20 06:32,Internet Money,Thrusting (feat. Swae Lee & Future),183065,en
2021-06-20 06:34,Kid Cudi,She Knows This,127746,en
2021-06-20 06:35,Kid Cudi,Day 'n' Nite,96161,en
2021-06-20 06:39,Stromae,Alors on danse - Radio Edit,12891,fr
2021-06-20 06:39,Jerry Folk,Give In,2064,en
2021-06-20 06:39,The Weeknd,Starboy,224603,en
2021-06-20 06:41,Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",105640,en
2021-06-20 06:43,Drake,Controlla,128220,it
2021-06-20 06:47,PARTYNEXTDOOR,NEVER AGAIN,232549,en
2021-06-20 06:48,The Neighbourhood,Daddy Issues,35161,en
2021-06-20 06:50,PARTYNEXTDOOR,SHOWING YOU,150962,en
2021-06-20 06:52,Jhené Aiko,B.S. (feat. H.E.R.),111744,en
2021-06-20 06:54,bbno$,bad thoughts,104242,en
2021-06-20 06:55,Aminé,RATCHET SATURN GIRL,61152,en
2021-06-20 06:58,Roddy Ricch,High Fashion (feat. Mustard),167265,en
2021-06-20 07:01,PARTYNEXTDOOR,BELIEVE IT,183219,en
2021-06-20 07:02,YBN Nahmir,Bounce Out With That,86952,en
2021-06-20 07:06,Young Thug,Chanel (Go Get It) [feat. Gunna & Lil Baby],184002,en
2021-06-20 07:07,Pop Smoke,Shake The Room (feat. Quavo),107854,en
2021-06-20 07:12,The Weeknd,Faith,283226,en
2021-06-20 07:13,Willamette Stone,I Never Wanted to Go,59835,en
2021-06-20 07:15,Young T & Bugsey,Don't Rush (feat. Headie One),85830,en
2021-06-20 07:21,The Weeknd,After Hours,361026,en
2021-06-20 07:23,AJ Tracey,Ladbroke Grove,137555,en
2021-06-20 07:54,AJ Tracey,Ladbroke Grove,560,en
2021-06-20 13:24,Eluzai,call my friends...,32640,en
2021-06-20 13:24,Internet Money,Giddy Up (feat. Wiz Khalifa & 24KGoldn),603,en
2021-06-20 13:27,Russ,"Psycho, Pt. 2",161985,en
2021-06-20 13:31,Jeremy Zucker,talk is overrated,189800,en
2021-06-20 13:34,Bryson Tiller,Run Me Dry,27548,en
2021-06-20 13:34,Drake,Pain 1993 (with Playboi Carti),149077,en
2021-06-20 13:35,IDK,Shoot My Shot,63760,en
2021-06-20 13:35,Lil Baby,Real As It Gets (feat. EST Gee),6605,en
2021-06-20 13:35,J. Cole,l e t . g o . m y . h a n d (with Bas & 6LACK),1598,en
2021-06-20 13:35,Baby Keem,durag activity (with Travis Scott),531,en
2021-06-20 13:39,Metro Boomin,10 Freaky Girls (with 21 Savage),208293,en
2021-06-20 13:42,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),218210,en
2021-06-20 13:46,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),218210,en
2021-06-20 13:48,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),144349,en
2021-06-20 13:49,Don Toliver,No Idea,40618,es
2021-06-20 18:06,StarBoi3,Dick (feat. Doja Cat),31970,en
2021-06-20 18:17,Kaash Paige,Love Songs - Bonus,1700,en
2021-06-20 18:17,Jaden,PCH,70730,en
2021-06-20 18:17,The Killers,Mr. Brightside,2460,en
2021-06-20 18:21,Doja Cat,Wine Pon You (feat. Konshens),219000,en
2021-06-21 04:21,Eminem,Fall,262493,en
2021-06-21 04:24,Lucky Daye,Concentrate,216146,en
2021-06-21 04:26,Garrett Nash,lonely again,121428,en
2021-06-21 04:27,Louis The Child,Better Not (with Wafia),130,en
2021-06-21 04:27,Louis The Child,Better Not (with Wafia),1776,en
2021-06-21 04:27,Mike WiLL Made-It,"The Mantra - From ""Creed II: The Album""",370,en
2021-06-21 04:27,ROSALÍA,TKN (feat. Travis Scott),26292,en
2021-06-21 06:51,Pop Smoke,Dior,216386,en
2021-06-21 06:53,Don Toliver,Had Enough (feat. Quavo & Offset),110587,en
2021-06-21 06:53,Offset,Ric Flair Drip (with Metro Boomin),23,en
2021-06-21 06:57,YG,SWAG,884,en
2021-06-21 06:57,Tyga,Ayy Macarena,9767,fil
2021-06-21 06:57,Drake,Toosie Slide,247058,en
2021-06-21 07:00,Lil Tjay,Leaked (feat. Lil Wayne) - Remix,200533,en
2021-06-21 07:03,AG Club,NOHO (feat. ICECOLDBISHOP),720,en
2021-06-21 07:03,Drake,Portland,778,en
2021-06-21 07:03,Travis Scott,NO BYSTANDERS,147289,en
2021-06-21 07:03,J. Cole,MIDDLE CHILD,1746,en
2021-06-21 07:03,Aminé,Caroline,513,en
2021-06-21 07:06,Meek Mill,Going Bad (feat. Drake),171541,en
2021-06-21 07:06,Mac Miller,Blue World,491,en
2021-06-21 07:06,Aminé,REEL IT IN,112,en
2021-06-21 07:06,Frank Ocean,In My Room,173,en
2021-06-21 07:06,Drake,Pain 1993 (with Playboi Carti),23,en
2021-06-21 07:09,JACKBOYS,GATTI,181144,it
2021-06-21 07:10,Drake,Chicago Freestyle (feat. Giveon),73744,en
2021-06-21 07:14,Metro Boomin,10 Freaky Girls (with 21 Savage),208293,en
